personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,organization,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,planning,spontaneity,adventurousness,reading_habit,sports_interest,online_social_usage,travel_desire,gadget_usage,work_style_collaborative,decision_speed,stress_handling
Introvert,5.822431934,10,0.209834669,6.143495907,3.119553515,0.805136629,8.82088581,6.462558844,6.233636486,8.016879002,1.164832606,3.716354914,3.605620931,5.588572167,7.804655088,4.915907217,7.017232261,4.956629389,8.341270688,5.108804438,0.271155848,9.102983491,4.218774516,1.484756109,4.97388453,4.580792684,3.238256264,4.336615252,6.665711717
Extrovert,10,2.71249337,7.190481224,3.425509614,8.131445195,6.568952287,7.969773256,5.809849065,7.702332454,3.453893052,9.469943874,7.468911142,7.296938239,8.512901278,4.878189484,5.41348809,8.461060867,9.242802999,3.897826625,5.780647935,6.407176012,5.906186914,5.933783173,7.920618033,6.653993729,6.665750036,10,5.304078711,7.248262926
Introvert,0.781366068,8.423883948,4.411556734,9.319460169,4.484852372,2.972106467,6.344233257,5.113511736,6.061380474,6.152206827,5.856171309,1.657858331,2.124633707,7.042761577,7.481930045,0,6.965882683,5.73369178,8.096686901,1.830977616,3.129393563,8.987872142,4.871462445,3.162651975,6.143957343,4.598938471,5.380330615,3.737927306,7.362622298
Ambivert,3.835240766,6.836947707,6.229771624,9.703952766,7.462692566,3.980852658,5.829897586,5.711576508,5.858329054,8.408205441,8.866123541,4.871211667,4.379767034,5.943417392,4.761696871,5.961945909,9.589700399,5.876035491,6.21284679,5.302996444,6.205361141,8.05763865,5.247858288,5.462607002,8.701857625,6.017985139,4.478862454,3.259408792,6.680742482
Extrovert,6.494318277,5.458264029,6.955318782,1.022412651,8.847583377,8.393011836,5.482238218,7.752364528,3.672362586,1.70052847,9.137131054,9.019391855,10,7.342162204,3.05171947,7.174561103,10,9.916863923,4.843401701,9.491818047,7.223797105,5.382555842,7.455255212,7.857025773,6.299784749,6.444358944,7.069872246,5.986145923,6.578908296
Extrovert,6.584089035,3.751532488,8.928353499,3.824051996,10,7.44690612,7.239419192,2.58175987,5.670446958,5.457429148,10,7.876832267,7.779591046,5.875624636,3.733210095,6.37551932,9.227430714,3.040117392,2.794838998,7.522065131,5.630577085,4.531545403,6.578611769,7.691574206,8.912586567,8.126014957,6.406256159,9.394172006,7.135891611
Introvert,3.485178546,8.003610827,5.632761345,8.942311589,7.169102092,0.564183812,8.201359254,6.888560164,5.325668313,4.831656995,5.007395283,5.720147836,0.99955311,5.617585305,4.398798512,2.95666614,7.948875367,4.927465718,7.076273504,4.182706876,5.554936591,10,4.529655901,5.795680663,4.4410763,5.366463419,5.809741774,1.994483946,5.366519618
Introvert,2.149794822,8.041936492,2.363314269,9.261595031,3.259834023,0.968046167,8.429429225,6.858084359,3.919001884,6.598164913,6.016960864,3.630465312,3.703108445,7.484028971,5.962448308,1.026338595,7.113577227,6.807598617,7.401145386,3.75792707,3.496331129,7.428496345,1.174801139,5.010192672,3.869454481,0.491382193,4.233099237,2.327602321,4.887089138
Introvert,6.108897811,6.431246597,4.112153147,10,4.380140502,5.360362105,8.515915026,6.138440582,5.358841495,6.895415786,3.830735267,3.327394005,2.541830756,1.627472537,6.592221994,3.572099906,6.06647668,6.920964695,7.515266033,5.174851997,0.727131861,5.84414588,3.981148245,2.703074403,6.180914003,3.264284575,8.490446404,4.013070423,4.077660917
Ambivert,8.357019823,4.9271757,6.375404983,5.032271603,6.030474378,3.975474064,6.392743052,3.788521949,6.348550847,7.684368864,8.961491527,7.120817312,3.197731014,5.208712231,4.214559279,7.04498699,9.180796132,6.13919011,6.423964556,3.826755847,5.506504739,4.221618963,7.085335808,5.975942135,4.838451773,5.102661617,7.310202431,5.048729948,8.635861755
Extrovert,7.990307609,3.076829227,7.283923466,3.647496682,6.472603649,7.013985677,8.842909259,5.740844847,6.888349764,2.991357919,5.515047022,5.859658769,5.786927302,6.018957232,3.908327929,10,7.121461336,5.680990523,7.629135224,4.259325818,6.300304641,2.831928408,6.408135664,7.354000018,5.122909414,6.913436736,6.033513281,9.164413171,6.446825858
Ambivert,8.432989324,7.572840813,3.800803298,3.557867323,7.375183157,3.646914622,8.293954663,7.628138055,8.444907531,5.724958102,5.570309903,4.769712488,8.114284852,6.930832198,4.838941199,7.10216625,10,7.164746282,4.96920814,4.363724777,5.266804318,7.751174557,4.977193577,6.683480914,3.716270409,6.156257346,6.495863215,5.896021745,4.785584339
Extrovert,10,2.35493521,10,4.192177631,9.238972431,8.321000801,3.464970242,6.890977049,6.249296995,5.404279425,6.921219713,8.158316107,6.878615953,8.547094684,5.332560281,6.651723856,6.464629264,5.101893407,6.037156619,5.804039611,6.524585861,1.327931146,6.978292672,7.286117638,5.472694049,7.949808711,9.12178519,9.995616247,5.167512715
Introvert,2.323940161,9.593981968,4.632936965,8.76672452,5.056344474,1.611596412,10,6.802205747,9.778305559,7.004574304,5.763981592,3.207018576,0.777918548,6.599516107,6.91872414,3.03298287,6.923429633,4.867416616,7.586041568,2.738866127,0.246757906,6.597508646,5.094651114,5.505538874,5.386265193,6.290574087,5.711492938,5.117070405,4.73871739
Ambivert,2.486176984,5.377242983,5.08293642,9.13806058,7.407109008,2.436106868,5.220819635,8.464585354,5.316429851,6.491150847,8.858892446,6.46556148,4.85996974,3.827391238,6.254269055,7.806715676,6.634757486,9.124337747,5.976242696,5.121815637,4.471291848,1.211156416,6.306028062,7.407223689,5.811968938,5.471699792,7.684175694,6.167663352,7.268272092
Ambivert,5.173047423,7.365337839,7.32031249,8.555948824,5.066703508,7.28003155,7.791235135,7.031249273,5.291921415,7.246123007,4.635927631,5.107793057,6.367511431,7.026454233,5.927560173,7.893521434,6.878544016,6.623609136,9.445058495,5.954188552,3.387045896,4.436949703,6.402775357,6.244791786,7.018937541,7.024824951,6.96868446,5.70623718,5.869065027
Extrovert,7.033066803,4.015083741,8.832287717,6.274317204,9.967310399,4.56091622,5.23904975,3.139027455,8.763160955,2.838551892,8.425756854,8.248148942,7.246145971,3.513992291,5.8578922,8.416375584,5.706201019,5.924382187,7.009963993,7.401944481,3.691294016,2.999701534,5.972028906,6.259741842,5.966770756,5.754791475,7.855860649,8.200898824,5.839690117
Ambivert,5.809758438,6.413793044,7.309319188,4.957042211,7.891222829,3.572313295,10,7.123392131,4.720296859,6.803721606,3.854764685,3.800755708,3.006027416,6.671196567,5.050034224,4.327515589,8.192642068,5.310999399,3.087683895,4.089887354,8.20368082,5.421283882,6.63562355,6.69504967,3.939091217,8.076579144,5.821871401,2.428304831,3.972195997
Extrovert,8.13384243,4.46823999,5.31123812,4.639484605,4.775870876,7.515158737,6.3595403,7.878328675,5.695216211,7.706076474,8.93924781,6.853033042,6.568075961,7.504169302,3.461741339,10,8.277392963,9.043545304,3.384742716,6.635039186,8.733290662,2.64307801,9.000903049,6.064029591,5.460019805,7.312799822,6.081210364,8.790078841,6.331717152
Extrovert,8.094526488,4.249739867,7.387562685,4.583746131,7.347084138,9.144762102,5.031922276,6.027502503,5.965955532,2.589480649,10,5.976527906,8.296388247,6.316146289,3.588799118,7.283937273,10,4.632053243,7.567543944,7.538365246,7.424855991,2.313718384,8.813244472,8.101160286,6.875134596,5.278255983,9.165494477,8.729197682,7.114843259
Extrovert,8.785527112,4.595720094,10,4.700663909,8.749275681,7.029529216,7.135314122,5.211978097,6.207044968,3.797127318,5.159520608,6.31560878,9.03693509,8.21173927,5.402387954,6.940489423,8.257659316,4.710780178,5.761076213,5.09121749,4.980285142,4.820678097,7.106598361,10,7.587052189,6.049786536,8.534125782,7.977277549,6.709108425
Introvert,1.181217079,10,6.977969565,7.936125673,8.300990534,0.973437885,6.662782628,7.659874843,4.783751744,6.067856268,2.112478869,0.246776914,3.218805751,6.951730096,7.156232846,3.284290682,4.6233778,7.307691989,5.244145624,4.282102319,2.967939715,8.201948797,6.667453715,5.57847258,2.648781224,4.138244401,3.213350832,5.796411799,2.909602264
Introvert,3.617040416,10,2.415339108,9.696386162,4.395477515,2.233445625,7.498445028,6.036046285,6.316064131,8.053933765,5.390414291,2.309111492,3.332541355,6.774873431,7.926886227,2.565917241,5.195629965,7.561332097,7.125650288,1.872516669,1.643572224,9.29148445,4.331261221,2.629291682,2.966840148,2.308919404,4.674646089,3.115699253,9.252361637
Introvert,2.34057577,8.699636351,2.38922445,7.466137409,4.509673231,1.289290182,10,5.233940664,8.17404256,6.560460915,5.18627112,3.888445502,5.130422698,3.890755936,7.654462827,4.611209771,6.158577687,6.339612187,7.40423445,1.151951501,4.204529765,6.649235164,4.416748535,7.070122164,3.319361595,7.602795837,4.097015846,2.369201869,5.137893266
Extrovert,8.2999733,2.337379712,9.024592979,4.494143346,7.620373942,5.982214864,5.051618055,4.837633869,7.220153778,5.648704769,8.446599821,5.251177503,10,8.564664235,2.766823138,8.865620167,6.961584455,5.72634824,1.215888695,8.249173794,7.658577274,4.417759212,5.630162761,7.297826608,8.735256778,5.682513122,6.760223344,6.359554059,4.651618795
Introvert,4.436114768,8.549626685,3.516390669,10,3.88495756,3.781554878,10,6.690464834,6.813676757,7.926354523,0.92148883,0.917605797,4.654738253,7.205488261,5.11848294,3.515760838,4.149072366,4.569239031,5.474264949,4.155208512,2.52783196,7.898294494,2.81413896,3.048533266,3.675775309,5.638081391,5.400752593,6.403271675,7.035727419
Extrovert,6.16340034,0.110706412,8.799922379,7.230364796,10,8.913643787,5.171485492,6.576166477,6.545998102,3.603066289,8.633776332,5.872390731,7.274602473,7.443148401,3.966022727,10,8.380016915,8.713231345,5.135116981,5.897428829,7.678056187,1.482055838,6.318338164,9.481685835,7.888471559,8.41630231,6.964076893,4.564437681,6.04007379
Ambivert,5.078059521,6.743479919,2.256573316,4.756935433,6.167737808,6.322481694,7.70002096,8.158327398,3.372302196,6.248952673,7.768275614,2.803274251,3.714935688,6.248580382,7.256803071,4.480155936,6.663688302,7.790769098,9.515694276,3.771355174,4.009851915,6.429815928,5.878849248,5.009351958,0.695435942,5.232177336,5.494875051,5.982285742,7.077841192
Introvert,2.822198649,6.409950208,2.641888613,8.825928043,6.24295221,2.278571172,8.126051918,7.667779682,4.322124924,5.116733506,3.273514758,5.02798199,3.126828546,6.210846737,8.025310857,3.890191357,5.773010385,5.68634258,8.40066884,0.25151874,2.314551709,8.289752274,3.928351208,2.604267301,3.187545862,6.064510706,4.404017179,5.61013006,5.164236833
Extrovert,7.228596543,4.683721914,9.208023671,4.681536333,7.681968069,7.838339029,5.666046661,1.174559182,8.165792164,5.249659582,7.486753484,6.342997462,9.57881999,7.875902461,2.937934436,8.526004965,6.654389459,6.095117602,3.920538855,3.259385128,8.407161541,4.094274574,8.696155073,9.639806336,8.451254847,8.404876487,7.477738726,7.458075023,7.069745755
Ambivert,6.849744244,8.470433551,1.968434737,7.829824266,6.624799256,7.096505124,9.826929624,6.138194487,5.879609673,7.933560262,5.010021725,6.856463853,4.849251831,4.415410166,6.493483916,7.840384114,6.048784404,3.885819221,9.123486945,4.564203564,3.421507956,5.979430315,5.752758091,5.470103726,6.730524257,7.207077276,9.202725779,3.984555288,6.402454971
Introvert,1.919417462,5.823598486,0.573892603,10,1.294731344,0.883815414,5.958051601,3.529966859,7.070933507,5.903472061,3.451126304,3.346061998,2.602661613,7.822768904,6.013450836,2.561001952,6.292281542,6.763097792,8.460385605,2.381577043,1.639187837,6.289766715,4.580461134,6.757753353,3.717964719,5.621468719,5.700880437,1.811709163,3.068709627
Introvert,2.166899401,7.924543406,0.339146026,7.499799014,3.141690471,2.755712929,7.660536848,6.829599874,6.169117167,5.888769896,2.983392793,3.050623215,3.72166065,8.135307165,7.899434173,2.616599819,5.956256517,5.404744131,4.454597296,3.594574886,0.282103359,5.532398802,2.118969897,2.787614519,6.069720983,3.372227457,6.496174021,4.888313439,5.483728511
Introvert,1.935121301,6.403380721,3.976086678,7.886657567,3.54578736,2.271782609,6.407385238,6.949715517,4.025877708,7.648872878,2.813406134,2.41665791,3.418355611,9.924238951,7.701370166,4.847842505,3.644652491,7.215458455,7.503664478,3.837842367,1.130931536,7.492734447,4.758377912,3.580839492,2.12026783,7.687126625,2.759462608,5.182158094,4.736917984
Introvert,4.638083117,5.407535054,1.605579501,8.109839194,3.93416247,2.152457103,6.232116794,6.975170653,6.227496895,8.686946634,2.671607993,1.80162648,2.580029476,4.28047159,6.658099232,4.254681788,6.456307235,4.797517234,8.045413551,1.991278506,4.2009442,8.492522074,1.277417686,4.121724689,4.400626804,4.752254018,5.673265912,4.549043004,4.853530968
Ambivert,4.761333831,5.340517523,3.698559397,6.718042146,5.841927246,2.754607135,5.772749114,9.455528923,6.200227066,4.998933958,6.637699255,1.93475698,4.599881058,9.446562135,5.13809575,2.426272287,9.561548674,3.932283205,3.499617924,5.929480842,2.431397251,5.306804492,5.50002672,7.649786762,5.937115052,6.095510991,6.081047419,4.321876283,5.137505708
Ambivert,6.190068086,6.452750556,5.582472209,7.240309158,5.774490296,3.562718116,8.105085389,6.796637513,7.078847828,8.265373446,5.667176391,4.82494613,5.873555949,7.0698054,4.700132889,5.070474957,7.738900573,6.081459254,7.300562059,4.984668705,4.616557303,7.157908777,5.644690238,7.545576694,5.401809635,6.314291287,8.659065697,5.567980183,6.273120608
Extrovert,10,4.131600644,6.139142101,3.437038866,9.885053883,10,3.513726599,4.502540417,8.855743252,7.291242867,8.576250922,6.839474459,6.91816226,8.231725508,5.165754538,8.19895226,7.142332865,6.135641409,3.109218494,6.012035197,5.788968414,3.931294707,8.300615247,5.302287755,7.836238006,5.185435176,8.971426124,7.543611607,5.989108011
Ambivert,5.387772369,5.730888719,6.17739545,8.785502751,5.326697899,5.917395688,7.646741312,6.374761611,8.3353115,6.226602338,6.022287423,6.122717323,5.185888448,8.533234511,6.928236029,5.276457536,6.355549107,7.216078053,4.326757772,3.464339305,3.828109663,7.185685865,3.949545897,6.729397307,1.348543656,3.935106186,4.413332979,4.551635049,7.152392637
Ambivert,7.16809102,3.003651915,9.120890396,3.256162669,6.980139095,3.247229189,6.031363059,5.903229113,6.623513623,5.989959173,4.641491224,5.02198058,4.263326171,4.728497111,3.922697204,5.298615595,5.720421804,8.622750763,6.696238794,6.202807293,2.981625403,5.997820592,3.10805216,5.339355859,6.254545066,4.890294336,4.950789438,5.925691003,8.50247653
Introvert,5.507031126,8.185068144,2.44695199,6.208671195,4.06809065,0,9.907209036,5.499444452,5.864594978,7.209458153,3.117187565,2.822042869,2.501792406,5.547453223,7.664047468,2.825320505,4.305535637,8.187671965,7.599510049,5.249763094,1.192368127,5.696475714,2.063368798,3.97831384,5.599048121,6.43533827,3.928114583,4.489094868,6.125931947
Ambivert,7.04078734,3.261177976,2.585459771,6.911500174,5.537282227,3.293978527,6.533858551,8.155709495,5.69486665,8.502561596,7.002517363,5.313175588,5.66150019,4.843294163,4.843606964,4.981344757,9.152937439,6.476356526,7.316611396,6.533163111,5.749996733,7.898325032,5.509625215,6.170298279,5.802725649,6.030691068,7.859753727,6.381038858,6.24469756
Extrovert,7.974798026,0.859517613,7.320656527,3.753623851,10,6.663242312,5.855669969,7.6090286,5.121050118,5.498616045,9.40460056,7.512343119,6.906523951,8.910140828,3.650983876,5.347147842,5.643101052,5.804773491,6.366421706,8.121482011,7.125468627,1.217685598,4.349192241,8.582870774,6.15500722,7.001907528,8.271105653,7.014036078,3.521851548
Ambivert,6.463161638,4.004770168,6.23494255,5.150959419,6.936203639,5.988709979,7.236441351,6.460942662,8.528216777,6.270774689,7.976082176,4.355995467,5.935909475,7.805221974,6.131990224,6.842171128,7.344539728,5.47647377,5.135720258,6.239814755,6.423161664,8.472548768,4.078567329,7.861958224,5.904239161,5.84150477,4.227982391,5.429680347,2.595602123
Ambivert,3.56893211,7.074716787,6.08503146,7.439249417,5.82258234,2.190851101,6.549744984,9.226935251,9.695723023,6.799153408,4.63818498,5.189299482,1.578631299,8.426997589,3.262892278,9.004485617,6.669519834,4.704102553,4.041601941,4.312117949,7.640394027,6.5297775,8.491810662,7.235193589,6.005067366,6.037008724,8.304248638,4.398703205,6.753684137
Introvert,1.829935263,8.817883019,4.25765722,9.218872739,4.940789343,4.460992074,6.274641209,6.433124803,7.902105376,7.082092118,5.728407763,2.382500885,2.758880151,7.684809335,6.51228597,1.439762174,5.763553559,6.694736483,7.683840014,3.77052178,1.714495837,9.643962225,3.824242806,6.001018284,3.852170349,5.668294525,3.497576744,3.045190086,7.215977371
Introvert,2.092987228,8.483886047,2.109308204,9.873784959,4.88240869,2.643226889,8.378992308,7.777358,6.348235803,5.221979324,4.721724852,0.844826316,3.356614141,9.556640748,8.871731487,3.886568677,6.286174093,7.777692844,5.279370477,3.201683603,3.451148341,8.218228008,4.469852912,2.654068598,4.324437536,1.934715116,1.199555855,4.070515967,3.821520367
Introvert,6.36091818,6.706078729,2.579948893,6.44657617,3.865706454,3.806401991,8.047746349,7.482067795,4.20085705,7.266858286,4.673524498,2.259704719,2.374161716,9.073563115,9.124934858,4.609237821,6.981396679,4.978053229,6.780010105,2.224410203,1.980600781,8.139296926,5.3798569,4.890960545,6.619250365,5.406166261,6.323366434,3.663978874,5.132997997
Extrovert,6.781123229,2.418336925,4.322081419,5.218917958,6.532513335,8.119991402,6.912549435,7.438564232,5.410333839,4.530753887,8.120344736,7.569086305,9.180528232,7.692826201,5.174922687,10,6.477004292,8.697151089,8.248761697,10,6.835485187,3.199026392,9.505881439,7.933078907,10,8.683309773,6.42391672,9.080499261,7.348146918
Ambivert,4.258784873,3.444816241,6.421076973,7.203192964,5.430410805,4.737733689,6.461180001,8.596105836,8.387419909,7.198983435,6.188429325,5.841232247,7.555587794,8.452621656,5.490570069,6.679117608,7.919038544,4.216297667,7.293329766,6.280118493,5.045871657,6.227652169,6.834746914,6.334896567,3.802858431,4.977375141,3.761602711,3.801523434,7.408348844
Ambivert,3.93411853,7.54645199,3.534745744,4.488789536,1.368492615,4.172777696,5.227322969,5.891352885,4.977934947,7.587322696,7.98020621,7.177712571,2.180952639,2.422170094,3.10010139,7.805911844,6.358948576,6.89654061,4.257905434,4.066493644,4.464104404,4.274927395,6.312974628,4.871468397,4.520410779,6.577442843,5.944622035,4.448334782,3.281653688
