personality_type,social_energy,alone_time_preference,talkativeness,deep_reflection,group_comfort,party_liking,listening_skill,empathy,creativity,leadership,risk_taking,public_speaking_comfort,curiosity,routine_preference,excitement_seeking,friendliness,emotional_stability,spontaneity,adventurousness,travel_desire,work_style_collaborative
Extrovert,7.228596543,4.683721914,9.208023671,4.681536333,7.681968069,7.838339029,5.666046661,1.174559182,8.165792164,7.486753484,6.342997462,9.57881999,7.875902461,2.937934436,8.526004965,6.654389459,6.095117602,3.259385128,8.407161541,8.451254847,7.477738726
Ambivert,6.849744244,8.470433551,1.968434737,7.829824266,6.624799256,7.096505124,9.826929624,6.138194487,5.879609673,5.010021725,6.856463853,4.849251831,4.415410166,6.493483916,7.840384114,6.048784404,3.885819221,4.564203564,3.421507956,6.730524257,9.202725779
Introvert,1.919417462,5.823598486,0.573892603,10,1.294731344,0.883815414,5.958051601,3.529966859,7.070933507,3.451126304,3.346061998,2.602661613,7.822768904,6.013450836,2.561001952,6.292281542,6.763097792,2.381577043,1.639187837,3.717964719,5.700880437
Introvert,2.166899401,7.924543406,0.339146026,7.499799014,3.141690471,2.755712929,7.660536848,6.829599874,6.169117167,2.983392793,3.050623215,3.72166065,8.135307165,7.899434173,2.616599819,5.956256517,5.404744131,3.594574886,0.282103359,6.069720983,6.496174021
Introvert,1.935121301,6.403380721,3.976086678,7.886657567,3.54578736,2.271782609,6.407385238,6.949715517,4.025877708,2.813406134,2.41665791,3.418355611,9.924238951,7.701370166,4.847842505,3.644652491,7.215458455,3.837842367,1.130931536,2.12026783,2.759462608
Introvert,4.638083117,5.407535054,1.605579501,8.109839194,3.93416247,2.152457103,6.232116794,6.975170653,6.227496895,2.671607993,1.80162648,2.580029476,4.28047159,6.658099232,4.254681788,6.456307235,4.797517234,1.991278506,4.2009442,4.400626804,5.673265912
Ambivert,4.761333831,5.340517523,3.698559397,6.718042146,5.841927246,2.754607135,5.772749114,9.455528923,6.200227066,6.637699255,1.93475698,4.599881058,9.446562135,5.13809575,2.426272287,9.561548674,3.932283205,5.929480842,2.431397251,5.937115052,6.081047419
Ambivert,6.190068086,6.452750556,5.582472209,7.240309158,5.774490296,3.562718116,8.105085389,6.796637513,7.078847828,5.667176391,4.82494613,5.873555949,7.0698054,4.700132889,5.070474957,7.738900573,6.081459254,4.984668705,4.616557303,5.401809635,8.659065697
Extrovert,10,4.131600644,6.139142101,3.437038866,9.885053883,10,3.513726599,4.502540417,8.855743252,8.576250922,6.839474459,6.91816226,8.231725508,5.165754538,8.19895226,7.142332865,6.135641409,6.012035197,5.788968414,7.836238006,8.971426124
Ambivert,5.387772369,5.730888719,6.17739545,8.785502751,5.326697899,5.917395688,7.646741312,6.374761611,8.3353115,6.022287423,6.122717323,5.185888448,8.533234511,6.928236029,5.276457536,6.355549107,7.216078053,3.464339305,3.828109663,1.348543656,4.413332979
Ambivert,7.16809102,3.003651915,9.120890396,3.256162669,6.980139095,3.247229189,6.031363059,5.903229113,6.623513623,4.641491224,5.02198058,4.263326171,4.728497111,3.922697204,5.298615595,5.720421804,8.622750763,6.202807293,2.981625403,6.254545066,4.950789438
Introvert,5.507031126,8.185068144,2.44695199,6.208671195,4.06809065,0,9.907209036,5.499444452,5.864594978,3.117187565,2.822042869,2.501792406,5.547453223,7.664047468,2.825320505,4.305535637,8.187671965,5.249763094,1.192368127,5.599048121,3.928114583
Ambivert,7.04078734,3.261177976,2.585459771,6.911500174,5.537282227,3.293978527,6.533858551,8.155709495,5.69486665,7.002517363,5.313175588,5.66150019,4.843294163,4.843606964,4.981344757,9.152937439,6.476356526,6.533163111,5.749996733,5.802725649,7.859753727
Extrovert,7.974798026,0.859517613,7.320656527,3.753623851,10,6.663242312,5.855669969,7.6090286,5.121050118,9.40460056,7.512343119,6.906523951,8.910140828,3.650983876,5.347147842,5.643101052,5.804773491,8.121482011,7.125468627,6.15500722,8.271105653
Ambivert,6.463161638,4.004770168,6.23494255,5.150959419,6.936203639,5.988709979,7.236441351,6.460942662,8.528216777,7.976082176,4.355995467,5.935909475,7.805221974,6.131990224,6.842171128,7.344539728,5.47647377,6.239814755,6.423161664,5.904239161,4.227982391
Ambivert,3.56893211,7.074716787,6.08503146,7.439249417,5.82258234,2.190851101,6.549744984,9.226935251,9.695723023,4.63818498,5.189299482,1.578631299,8.426997589,3.262892278,9.004485617,6.669519834,4.704102553,4.312117949,7.640394027,6.005067366,8.304248638
Introvert,1.829935263,8.817883019,4.25765722,9.218872739,4.940789343,4.460992074,6.274641209,6.433124803,7.902105376,5.728407763,2.382500885,2.758880151,7.684809335,6.51228597,1.439762174,5.763553559,6.694736483,3.77052178,1.714495837,3.852170349,3.497576744
Introvert,2.092987228,8.483886047,2.109308204,9.873784959,4.88240869,2.643226889,8.378992308,7.777358,6.348235803,4.721724852,0.844826316,3.356614141,9.556640748,8.871731487,3.886568677,6.286174093,7.777692844,3.201683603,3.451148341,4.324437536,1.199555855
Introvert,6.36091818,6.706078729,2.579948893,6.44657617,3.865706454,3.806401991,8.047746349,7.482067795,4.20085705,4.673524498,2.259704719,2.374161716,9.073563115,9.124934858,4.609237821,6.981396679,4.978053229,2.224410203,1.980600781,6.619250365,6.323366434
Extrovert,6.781123229,2.418336925,4.322081419,5.218917958,6.532513335,8.119991402,6.912549435,7.438564232,5.410333839,8.120344736,7.569086305,9.180528232,7.692826201,5.174922687,10,6.477004292,8.697151089,10,6.835485187,10,6.42391672
Ambivert,4.258784873,3.444816241,6.421076973,7.203192964,5.430410805,4.737733689,6.461180001,8.596105836,8.387419909,6.188429325,5.841232247,7.555587794,8.452621656,5.490570069,6.679117608,7.919038544,4.216297667,6.280118493,5.045871657,3.802858431,3.761602711
Ambivert,3.93411853,7.54645199,3.534745744,4.488789536,1.368492615,4.172777696,5.227322969,5.891352885,4.977934947,7.98020621,7.177712571,2.180952639,2.422170094,3.10010139,7.805911844,6.358948576,6.89654061,4.066493644,4.464104404,4.520410779,5.944622035
Introvert,3.839717643,10,3.300088693,8.058986554,3.067316552,1.278547821,6.370453368,7.393769008,4.513666367,2.038258622,4.24458757,3.40631962,5.388633443,6.983748928,0.190285566,6.086716362,8.261689619,3.885073676,3.531851919,4.885315987,5.753475194
Extrovert,8.213932089,3.834897621,6.693140407,5.453236482,8.988331587,8.409243387,6.024566999,8.906701159,4.675805528,8.862543724,6.975013259,8.552679369,6.165263408,4.559401472,7.253731162,8.241509515,5.19636114,6.704779769,6.325549977,6.120593358,8.087395878
Extrovert,9.630138466,4.097631317,7.869699141,6.013267284,8.446146293,8.409108759,4.702085308,4.379591815,4.52117167,8.32115821,5.132929897,6.742445917,5.450478615,6.040538733,8.661953847,10,7.620379271,5.692446601,4.259161609,5.330442372,10
Introvert,4.006889499,7.761559791,4.437641049,7.779773271,3.600394167,0.184380566,7.989295571,8.843260803,5.544726803,4.090171673,4.32223284,2.735911136,3.713034586,7.618006607,3.885932467,6.982659777,6.170990602,4.226003193,1.264496232,4.170940487,4.687569291
Introvert,0.92941523,5.570821455,2.344223625,6.351836074,4.719416812,0,9.946508707,6.669519318,5.998263689,5.171941699,6.132358986,2.373599385,8.594713884,6.354671199,0.13119415,6.30010445,2.921966718,2.457981469,0,4.21147832,5.865709954
Extrovert,6.789083345,1.734052814,6.890512604,6.298340088,9.449274162,7.590337275,4.004728356,5.794262776,6.390669382,6.316241474,6.401957669,8.13754369,5.556281671,6.411520237,10,7.018590747,6.005693116,4.721501379,6.661218655,5.104987237,5.314605534
Ambivert,7.547993122,4.801923177,5.503870065,6.059667308,6.194723624,7.136590161,5.886873704,4.698621698,6.284238528,6.471465114,4.760738741,3.741215986,5.810629597,5.571295586,5.727662166,7.895966604,6.709064729,5.642699073,4.933311335,6.274512296,8.584737565
Introvert,2.695052633,7.422115984,2.036272095,5.166508167,3.612901037,1.462321408,9.423009814,5.496916759,6.486695827,5.611982692,3.438120729,3.816544584,7.618704347,7.980300788,1.50089755,4.792939548,8.660808535,2.721387932,1.615042855,2.008321568,4.249143852
Extrovert,9.781387727,2.076909557,6.587275982,3.640594225,7.650592238,3.54170758,2.840066812,5.721545321,6.137304738,6.25550699,5.706332243,6.280689585,7.395581245,1.831921471,8.380428387,7.613226201,7.698508647,10,7.944208646,4.294106308,6.84740996
Ambivert,5.275478578,5.571629963,8.299884018,7.699225798,4.671636107,5.723017141,7.671866712,5.027205917,6.196013394,4.650773494,4.527824539,5.984386228,8.765902557,4.921648229,5.116863759,9.009033611,6.496827498,4.841577871,4.922902685,5.237076178,7.650376372
Extrovert,6.548515358,1.724746367,5.217732455,2.171028499,9.215979809,7.603870598,8.141945956,6.736687529,5.813929445,9.228183326,7.479395096,7.787844061,9.427118007,3.518160212,8.704021526,7.84235616,4.577721461,8.091808475,4.099354658,7.244336731,9.808716066
Ambivert,5.045108833,8.751586181,6.480787196,6.175828513,9.117099825,3.664709962,8.081663134,7.200221375,5.252929286,7.676061379,7.36001612,7.981613159,7.019979264,6.443231961,5.299373675,6.229296704,3.391308141,5.648517719,6.638198053,6.192563386,7.547085289
Ambivert,4.047925307,3.451938978,5.296600197,5.509089035,4.108118191,1.849568061,6.00878269,6.883271031,9.989173188,7.256535317,3.408319023,8.1444499,8.049722414,4.843649632,5.403861505,8.831591163,4.159444114,7.896824735,5.154063765,6.107727077,7.88084259
Introvert,2.151670856,9.330964316,1.761248027,7.943788268,3.188168589,2.576168504,9.293142965,6.245737682,5.570969191,4.231721616,1.648565783,3.169292484,6.57693784,4.821815987,4.411384751,3.843128958,5.780465396,5.89156064,1.506012817,3.297796563,3.902887058
Extrovert,8.30138856,2.607217935,8.521101329,3.345633471,8.465628915,9.161847768,5.940354494,4.376744596,6.043269449,6.96705391,7.103414804,6.305482893,5.826749679,3.262413913,6.090529645,8.051269507,6.933343015,5.754367366,8.37545636,6.566254805,6.028453508
Introvert,3.767407636,8.694197143,3.051607333,8.754740453,3.542180502,1.598440651,8.577350546,7.584381838,5.973992813,3.277537596,2.248678514,3.819195319,7.649432232,8.981748168,2.347358025,6.525298331,5.869913927,2.88883099,4.77403511,4.097500695,7.111535805
Introvert,0.614713015,8.762172301,4.980795119,7.66607906,4.943073912,0.415801751,10,6.671555911,8.649470364,3.406045173,2.080554725,3.940229089,6.803442276,5.75934934,2.261132446,6.703095431,3.524548538,1.482257131,2.469162138,3.885338325,6.094154562
Introvert,2.973947989,8.235564845,1.298246737,8.985295225,2.705233461,0,9.759192424,6.936598499,6.214130072,5.773965634,2.118613748,2.433074402,6.047570689,8.520367073,1.291409129,4.994311922,7.157191878,5.152736195,0,2.700177781,3.007883633
Extrovert,7.120076397,1.299943879,7.225791124,3.448592481,4.903028595,10,2.286652583,6.950544803,8.074043104,8.641275958,5.447646933,7.389039026,5.913170038,3.960712244,5.156679293,6.961259912,7.778025961,5.805194226,9.792571735,6.97469939,7.940302871
Extrovert,7.027377787,2.501940374,9.517403622,5.677869873,9.411226677,7.907648582,6.464105398,6.259992845,5.876910061,8.519678679,8.238050151,7.923910191,5.874838799,2.374356714,8.050672275,9.696648012,7.947233599,4.542387503,5.129085827,6.321561642,8.457006995
Introvert,3.199026929,8.253642908,2.692557268,8.019427022,5.154359907,2.94888011,7.125623583,6.468902161,4.549480567,5.360251296,2.021246566,1.718462035,10,5.558686931,4.402810672,5.014395651,6.517276537,2.882447846,1.688525173,0.527699986,4.866240598
Introvert,2.174322191,8.159650753,3.820129617,6.188994492,5.28625915,1.72649477,6.189450233,10,7.561383071,3.953616177,3.456528449,3.567095295,9.461100774,7.046502016,2.532332666,6.739775721,4.397184794,3.446366303,1.538414299,4.04453485,5.106762068
Ambivert,7.573206992,3.965302038,7.322204416,4.715910905,8.944285272,4.820503737,6.028460891,5.428540236,4.732638604,3.719112431,1.370334763,4.84123766,6.124001163,3.567749357,5.452303431,8.360126875,5.591588817,7.794957141,6.431564506,4.151669641,7.508132026
Introvert,4.782092814,9.936818689,3.843287644,6.263131368,3.282224666,1.708710457,9.133612628,5.027882175,8.276435182,5.097783009,5.592730351,2.698805396,6.078811448,5.793233003,2.338224044,5.219754446,3.725409867,2.875289691,2.598028574,2.522891172,7.489266305
Introvert,4.772742441,4.259639861,2.083301913,6.348484595,6.782111588,2.65802222,8.412028365,6.92035462,5.399834395,3.357734234,0.75692348,6.548902085,4.048631783,5.933816098,1.753457957,6.791182371,9.233386185,5.198986831,1.579819037,2.206492011,7.7143861
Extrovert,7.257634707,2.624812668,7.473512633,2.030180122,10,9.159414956,6.275315627,5.588902903,5.959377054,8.799361004,6.685756998,9.93086957,5.474974109,2.586900763,6.824146475,7.964723196,5.474912123,8.142045266,7.871349475,8.693292685,5.497101473
Ambivert,4.056251748,4.118021867,7.33492679,4.370972071,5.557359426,5.80529431,10,6.958414464,5.907999431,3.963181426,5.44140857,4.521153004,8.111361499,5.243082637,3.004957158,8.873632699,3.683232389,3.834748029,5.631842546,5.734520796,6.77819974
Introvert,3.123044894,8.273248125,3.232818122,7.991787376,2.253434196,3.512800435,7.794817434,5.389449955,4.88360606,4.086927586,2.48182287,3.080961885,7.524751808,5.663150997,2.931977393,6.067340207,4.005995985,1.831307669,0.74358272,3.88454766,3.826395534
Ambivert,5.274477451,7.025088784,5.194413439,7.107696987,4.531052835,5.499004891,7.057804701,3.96328221,9.03538884,6.87593748,4.633978818,5.313843789,8.23769342,4.60440778,7.212663256,6.795675038,3.379724404,3.163672136,5.937171867,6.412028613,6.028653297
Ambivert,4.586765256,3.389546483,6.075414968,3.971070674,7.026031681,4.913045812,4.291779222,8.229911766,5.746836269,6.873503257,3.148486438,4.962526009,5.713598676,2.579596719,6.333231786,4.713462203,7.666950099,4.692024046,5.124765301,6.734386526,6.2985887
Introvert,1.23639833,10,1.073657887,6.793113183,2.42164817,2.029513193,8.79694877,7.962556519,3.716887826,3.437363848,3.620589631,3.230209512,3.670209907,6.720229732,3.851027316,7.585742112,7.112059489,3.019473782,6.089295395,2.790230924,3.243305634
Ambivert,5.437723046,5.802772955,5.144870738,7.204584721,6.347646705,4.705105856,7.810170642,7.358430879,7.105599648,5.460768662,3.827720661,6.621912751,7.756545648,7.223371214,5.297484921,7.15886152,5.52954954,7.065470645,4.022169082,2.756224253,2.68480172
Extrovert,7.393895825,3.572585985,7.882196455,3.763089512,7.674514168,9.252369529,7.662044677,4.497555046,3.629587735,5.612535485,7.750435424,6.348631289,5.875523149,2.585268223,8.723245079,6.413218233,3.754617712,5.300617926,7.144974987,5.555672346,5.614701404
Extrovert,9.032520556,0.840368497,7.85767553,1.433449631,8.389972909,5.204660697,4.357857047,5.630761157,5.635343446,8.105540364,7.554750319,8.976686991,4.991764013,6.130100125,5.750501368,4.472073141,10,7.39578023,7.026600852,5.973679317,9.840425651
Extrovert,8.997659077,2.930149217,7.408598721,4.056661416,9.375342147,8.628681755,5.424611223,5.958946041,4.595419964,7.58029375,7.999419309,9.718885895,8.544816655,3.707939367,8.180042519,4.15904596,6.383548484,5.994825699,5.446160346,8.156632644,6.370907511
Extrovert,9.651199708,4.457512232,7.536799523,4.543048286,8.609141526,7.735371743,5.2649581,8.504189638,6.039076118,7.335435981,6.579059466,10,6.037639762,1.892803599,10,7.621728191,8.320433273,8.83163009,9.534785149,3.990964552,9.917663105
Introvert,1.111056672,8.314882358,2.829048132,8.471440406,5.305388122,1.979702209,8.65551932,6.056494654,8.590209477,3.737055136,2.724765631,5.67231047,4.012818456,8.072090015,4.504431841,7.673670227,5.972282269,6.636699024,3.426070848,6.791966798,7.135325474
Ambivert,6.101587462,5.710293361,7.690416628,9.368941379,8.8834632,5.481169377,7.364219218,7.602586274,6.618264431,5.160810288,4.952110817,5.664918745,6.660481588,4.466921744,4.168129746,7.150940549,7.32385276,7.722161625,5.258809023,4.961808178,7.474129919
Introvert,1.908801441,7.922210647,0,6.870231308,1.125935469,2.440497456,7.86301042,5.432078669,3.918793013,2.695339261,6.838521654,1.523897624,5.246963058,9.304238134,2.394788845,7.802859079,5.726007862,4.784612722,2.155009501,6.53968215,4.109668258
Introvert,1.169378684,5.932999863,4.048459286,9.650171669,4.416421218,3.107629305,7.782127304,7.221475103,4.015374913,1.336773351,3.125052736,3.158042256,7.067372816,8.236555288,3.573104609,5.158504948,4.910679217,2.873125702,0.840935659,4.728938183,4.617609296
Introvert,2.357096645,5.924436993,2.869852096,7.963396478,3.935290917,1.898500007,7.532970937,9.147085087,6.949232594,3.604957771,3.988533992,3.665692661,6.243038748,7.98670576,3.022684504,7.508230721,5.843369533,3.764599785,7.288011519,7.515253266,4.9638115
Extrovert,9.60305747,4.75399069,7.907297791,4.70249185,8.016927847,7.663970232,6.093784254,7.578717582,7.357093181,6.025913769,7.222815236,7.605825239,7.058175655,3.947368083,10,8.336179456,4.808870268,7.436876378,6.761226849,5.31669529,8.353508291
Ambivert,4.94152247,6.823430059,4.890707415,5.02281381,2.924195162,4.457077365,5.722989069,6.564253776,5.098943978,5.79164169,4.021862881,4.999526723,7.775025425,4.609007995,3.317143709,7.227741538,6.53372839,4.717111886,4.703561218,4.300494593,6.368767518
Introvert,5.34818199,9.545406759,3.752711721,6.99066863,4.325074469,1.395161477,6.612448055,4.953019355,7.183458347,5.767940551,0,2.251405268,5.440066207,7.758538762,0.442099055,4.671218026,9.142149819,2.37878427,1.536448023,5.360908853,5.178926474
Extrovert,8.823317773,1.765769934,9.425310546,2.12371016,7.242050746,6.615599908,6.185545744,5.313218419,4.042876536,8.401260064,9.20714857,5.968281272,9.745823089,4.394360189,6.105482586,7.030088768,5.859450332,8.750905747,5.595289784,6.422131646,7.839400673
Introvert,2.408864282,7.763648358,0.155704581,5.797993131,5.056270946,4.373128878,7.719369606,5.698785925,6.962497224,8.181180623,4.422872977,2.542900431,5.319338707,10,3.189669771,7.088695195,5.332303002,0.847269992,1.962357013,3.280761261,5.43489566
Extrovert,9.740072643,4.847700279,10,5.006740222,10,7.362412965,6.583777102,5.453266612,7.771542289,9.60809651,7.632136044,6.385185458,9.203403984,5.744063619,6.405835906,10,5.044594409,9.302631142,6.003437601,8.903294106,10
